pair,index,corr,domain,subsampling
0,0,0.3661601279901975,Action,n-25
0,1,0.37579648369191926,Action,n-25
0,2,0.5032651138311202,Action,n-25
0,3,0.05696725715881822,Action,n-25
0,4,0.4565667037760556,Action,n-25
0,5,0.27375981559493284,Action,n-25
0,6,0.21710437503181204,Action,n-25
0,7,0.5497330908129008,Action,n-25
0,8,0.4807297395354026,Action,n-25
0,9,0.6659816387276956,Action,n-25
0,10,0.17354748601090403,Action,n-25
0,11,0.6398194771667476,Action,n-25
0,12,0.17311041662368234,Action,n-25
0,13,0.6274779165402653,Action,n-25
0,14,0.5603640297246342,Action,n-25
0,15,0.1305179869002559,Action,n-25
0,16,0.41455065807575414,Action,n-25
0,17,0.293467795421305,Action,n-25
0,18,0.5238612229653067,Action,n-25
0,19,0.7046609372523002,Action,n-25
0,20,0.5988887234782441,Action,n-25
0,21,0.008850660711405084,Action,n-25
0,22,0.07115091435904217,Action,n-25
0,23,0.010315583294815713,Action,n-25
0,24,0.47228055352717346,Action,n-25
0,25,0.587641887494725,Action,n-25
0,26,0.3468399402420232,Action,n-25
0,27,0.6012093066524622,Action,n-25
0,28,0.31984409214674947,Action,n-25
0,29,0.3459789130771964,Action,n-25
0,30,0.20567426923128462,Action,n-25
0,31,0.2658732101214117,Action,n-25
0,32,0.3492635702220238,Action,n-25
0,33,0.46588789797596564,Action,n-25
0,34,0.21235711007399813,Action,n-25
0,35,0.13625608014196178,Action,n-25
0,36,0.4352616658631968,Action,n-25
0,37,0.16881431268043157,Action,n-25
0,38,0.4020173637647553,Action,n-25
0,39,0.0415596266718633,Action,n-25
0,40,0.12670861409574205,Action,n-25
0,41,0.05578779629436287,Action,n-25
0,42,0.08699608639025712,Action,n-25
0,43,-0.09086030476073532,Action,n-25
0,44,0.15525493581064492,Action,n-25
0,45,0.04476501336940431,Action,n-25
0,46,0.4837266443367581,Action,n-25
0,47,0.35438529067028907,Action,n-25
0,48,0.4416520033111556,Action,n-25
0,49,0.5135460421761207,Action,n-25
0,50,0.5389759303774778,Action,n-25
0,51,0.5006972624538254,Action,n-25
0,52,0.14371354461509175,Action,n-25
0,53,0.14179146833708728,Action,n-25
0,54,0.12034550786667227,Action,n-25
0,55,0.04176097384739313,Action,n-25
0,56,0.24934455084028384,Action,n-25
0,57,0.292943593657576,Action,n-25
0,58,0.5549776642734882,Action,n-25
0,59,0.6355951846089207,Action,n-25
0,60,0.48347674913420813,Action,n-25
0,61,0.664181537728278,Action,n-25
0,62,0.6330618811026902,Action,n-25
0,63,0.17636690140392738,Action,n-25
0,64,0.02041641452637572,Action,n-25
0,65,0.31897258567614706,Action,n-25
0,66,0.09286954691222776,Action,n-25
0,67,0.3985692612386285,Action,n-25
0,68,0.13034325129442176,Action,n-25
0,69,0.40938992857258455,Action,n-25
0,70,0.4932837401879342,Action,n-25
0,71,0.5186582774018701,Action,n-25
0,72,0.4307011176900626,Action,n-25
0,73,0.32793933497078415,Action,n-25
0,74,0.24625701614399334,Action,n-25
0,75,0.015693561192929133,Action,n-25
0,76,0.37076280111617416,Action,n-25
0,77,0.2137713274855778,Action,n-25
0,78,0.14582112118239993,Action,n-25
0,79,0.5420491878035734,Action,n-25
0,80,0.31466466415265665,Action,n-25
0,81,0.35189613286101873,Action,n-25
0,82,0.29265588143742344,Action,n-25
0,83,0.522992496225478,Action,n-25
0,84,0.2963364903148306,Action,n-25
0,85,0.1952458072935574,Action,n-25
0,86,0.31191698416513197,Action,n-25
0,87,-0.01193694460884348,Action,n-25
0,88,0.24597962204399088,Action,n-25
0,89,0.18476022313081988,Action,n-25
0,90,0.39417080036422625,Action,n-25
0,91,0.1759020922134984,Action,n-25
0,92,0.4452475464467772,Action,n-25
0,93,0.5337267130170043,Action,n-25
0,94,0.3925466562650189,Action,n-25
0,95,0.5329603701011454,Action,n-25
0,96,0.49480067433341757,Action,n-25
0,97,0.5726123849326789,Action,n-25
0,98,0.42226720462757233,Action,n-25
0,99,0.2364317011425304,Action,n-25
0,100,0.11155696970499977,Action,n-25
0,101,0.3901306541943335,Action,n-25
0,102,0.5141162966425576,Action,n-25
0,103,0.31701683069713105,Action,n-25
0,104,0.5341566722569165,Action,n-25
0,105,0.21921371059037686,Action,n-25
0,106,0.379012072243804,Action,n-25
0,107,0.452920383830763,Action,n-25
0,108,0.04704301716748681,Action,n-25
0,109,0.16481325456703275,Action,n-25
0,110,0.06579946783345715,Action,n-25
0,111,0.2268344304491953,Action,n-25
0,112,-0.04872474852700525,Action,n-25
0,113,0.08535186265104582,Action,n-25
0,114,0.35660452940315895,Action,n-25
0,115,0.28914684727369666,Action,n-25
0,116,0.010723293742021855,Action,n-25
0,117,0.057354184973473075,Action,n-25
0,118,0.19041691698014596,Action,n-25
0,119,0.19442632924264916,Action,n-25
0,120,0.2768184425843725,Action,n-25
0,121,0.2885438459576113,Action,n-25
0,122,0.520784671487882,Action,n-25
0,123,0.37068334296180905,Action,n-25
0,124,0.4611217959459939,Action,n-25
0,125,0.3437387862744822,Action,n-25
0,126,0.35288977045239117,Action,n-25
0,127,0.10087683707127275,Action,n-25
0,128,0.4934703746916072,Action,n-25
0,129,0.26508581693356914,Action,n-25
0,130,0.2926465741353083,Action,n-25
0,131,0.39770828793822305,Action,n-25
0,132,0.09771063664393057,Action,n-25
0,133,0.24577860355060063,Action,n-25
0,134,0.45807663633789114,Action,n-25
0,135,0.133137359796303,Action,n-25
0,136,0.25863723799308747,Action,n-25
0,137,0.33529840613129885,Action,n-25
0,138,0.4197086584846091,Action,n-25
0,139,0.20768310159621836,Action,n-25
0,140,0.31415377696927854,Action,n-25
0,141,0.21498882394710092,Action,n-25
0,142,0.2006762129599899,Action,n-25
0,143,0.11610069915596716,Action,n-25
0,144,0.3409617871504131,Action,n-25
0,145,0.19762871264631363,Action,n-25
0,146,0.24752052902633312,Action,n-25
0,147,0.3029490805452009,Action,n-25
0,148,-0.01726292113661507,Action,n-25
0,149,0.15789343038504722,Action,n-25
0,150,0.31982724812454943,Action,n-25
0,151,0.03980492154550646,Action,n-25
0,152,0.3328159113424152,Action,n-25
0,153,0.27978523824981266,Action,n-25
0,154,0.6270653826352774,Action,n-25
0,155,0.6296659744954594,Action,n-25
0,156,0.47459068903928386,Action,n-25
0,157,0.6223698551063213,Action,n-25
0,158,0.5794940341053985,Action,n-25
0,159,0.43383101296031595,Action,n-25
0,160,0.07105968583785206,Action,n-25
0,161,0.44737998579926425,Action,n-25
0,162,0.11661663601693922,Action,n-25
0,163,0.5496403849199787,Action,n-25
0,164,0.46616049956693906,Action,n-25
0,165,0.2840661186163515,Action,n-25
0,166,0.4670667645928509,Action,n-25
0,167,0.5447124063599924,Action,n-25
0,168,0.20181387813861373,Action,n-25
0,169,0.6050666553990157,Action,n-25
0,170,0.42898615707621063,Action,n-25
0,171,0.41740251720746613,Action,n-25
0,172,0.24046806791166114,Action,n-25
0,173,0.3455549183271967,Action,n-25
0,174,0.3450120505616182,Action,n-25
0,175,0.34649074620754383,Action,n-25
0,176,0.2529534458495121,Action,n-25
0,177,0.29751415682662213,Action,n-25
0,178,0.23058519998610977,Action,n-25
0,179,0.4326723060965892,Action,n-25
0,180,0.20674939187793065,Action,n-25
0,181,0.1584372215641365,Action,n-25
0,182,0.3274635058524452,Action,n-25
0,183,0.056602946647551194,Action,n-25
0,184,0.13627881051296276,Action,n-25
0,185,0.33720854959467195,Action,n-25
0,186,0.220572587211973,Action,n-25
0,187,0.42989250893317854,Action,n-25
0,188,0.37656938319159816,Action,n-25
0,189,0.3355458606602211,Action,n-25
0,190,0.1736503851103184,Action,n-25
0,191,0.547297068512907,Action,n-25
0,192,0.516615100406513,Action,n-25
0,193,0.5126712772551878,Action,n-25
0,194,0.6526495970184254,Action,n-25
0,195,0.5007134939751774,Action,n-25
0,196,0.6349146787937496,Action,n-25
0,197,0.35222148519667873,Action,n-25
0,198,0.15595751049473772,Action,n-25
0,199,0.12052127199755139,Action,n-25
0,200,0.592418227769394,Action,n-25
0,201,0.5086539115160311,Action,n-25
0,202,0.33962160766141425,Action,n-25
0,203,0.3182167345035403,Action,n-25
0,204,0.6366993222193584,Action,n-25
0,205,0.25183920997321296,Action,n-25
0,206,0.4781324599205989,Action,n-25
0,207,0.32752324360278484,Action,n-25
0,208,0.5609807737749214,Action,n-25
0,209,0.28733488860962836,Action,n-25
0,210,0.09956496631751655,Action,n-25
0,211,0.43535976926889114,Action,n-25
0,212,0.549709203787954,Action,n-25
0,213,0.2744376150503581,Action,n-25
0,214,0.4266214369335471,Action,n-25
0,215,0.16437883841020587,Action,n-25
0,216,0.21405234166105724,Action,n-25
0,217,-0.0006472511926359134,Action,n-25
0,218,0.1071448757347105,Action,n-25
0,219,0.1192882351733701,Action,n-25
0,220,0.3292577050914791,Action,n-25
0,221,0.31406397428419597,Action,n-25
0,222,0.03639389348852253,Action,n-25
0,223,0.06014469007321928,Action,n-25
0,224,0.33762158990404767,Action,n-25
0,225,0.2984446928844151,Action,n-25
0,226,0.32638998337233227,Action,n-25
0,227,0.16231610375323757,Action,n-25
0,228,0.5544029322233931,Action,n-25
0,229,0.28330858905754375,Action,n-25
0,230,0.39295407542173477,Action,n-25
0,231,0.1366197713944526,Action,n-25
0,232,0.3852514483404915,Action,n-25
0,233,0.39560164065150144,Action,n-25
0,234,0.6912546860144453,Action,n-25
0,235,0.6963932953311791,Action,n-25
0,236,0.5270861757548947,Action,n-25
0,237,0.540606838011887,Action,n-25
0,238,0.44492817128145745,Action,n-25
0,239,0.3851314414768431,Action,n-25
0,240,0.05205687765027976,Action,n-25
0,241,0.36526173648309485,Action,n-25
0,242,0.66954099977632,Action,n-25
0,243,0.2515923985196216,Action,n-25
0,244,0.278486059862933,Action,n-25
0,245,0.5575213893494683,Action,n-25
0,246,0.13326933113167327,Action,n-25
0,247,0.49104754331632694,Action,n-25
0,248,0.30586215158403435,Action,n-25
0,249,0.5699076435844183,Action,n-25
0,250,0.42011819323880656,Action,n-25
0,251,0.4837024997933333,Action,n-25
0,252,0.4211514495684743,Action,n-25
0,253,0.3716156727687984,Action,n-25
0,254,0.42702618504919554,Action,n-25
0,255,0.6500924195418742,Action,n-25
0,256,0.10670182836956317,Action,n-25
0,257,0.4311498953543028,Action,n-25
0,258,0.30660792551115723,Action,n-25
0,259,0.29921488230392995,Action,n-25
0,260,0.05792655674029099,Action,n-25
0,261,0.28657932261686114,Action,n-25
0,262,0.3394595669479485,Action,n-25
0,263,0.33757326267154164,Action,n-25
0,264,0.3473229678159179,Action,n-25
0,265,0.1414913011623016,Action,n-25
0,266,0.2551006811166958,Action,n-25
0,267,0.5131395612208964,Action,n-25
0,268,0.3041866355290905,Action,n-25
0,269,0.5528367534513626,Action,n-25
0,270,0.4167980192176756,Action,n-25
0,271,0.5557845162572729,Action,n-25
0,272,0.22989071895773422,Action,n-25
0,273,0.46593049433704803,Action,n-25
0,274,0.2808520307209949,Action,n-25
0,275,0.3416430843068978,Action,n-25
0,276,0.09183594251781553,Action,n-25
0,277,0.42516511669792745,Action,n-25
0,278,0.1164971178079317,Action,n-25
0,279,0.6164808946904362,Action,n-25
0,280,0.7498538688378055,Action,n-25
0,281,0.7204826978307024,Action,n-25
0,282,0.7620131732088486,Action,n-25
0,283,0.5662973649670975,Action,n-25
0,284,0.2730055992863377,Action,n-25
0,285,-0.05582474857759373,Action,n-25
0,286,0.5613827942430236,Action,n-25
0,287,0.5548228060888643,Action,n-25
0,288,0.5318851788775658,Action,n-25
0,289,0.32634562662132566,Action,n-25
0,290,0.4889553552788319,Action,n-25
0,291,-0.02733907882950967,Action,n-25
0,292,0.3063185259170864,Action,n-25
0,293,0.11887874332773281,Action,n-25
0,294,0.49551213109178854,Action,n-25
0,295,0.23358103357057186,Action,n-25
0,296,0.6234987140677004,Action,n-25
0,297,0.16561658202001792,Action,n-25
0,298,0.502612554735843,Action,n-25
0,299,0.19991913868297753,Action,n-25
0,300,0.3164334853920919,Action,n-25
0,301,0.6146033402727551,Action,n-25
0,302,0.2829113539631182,Action,n-25
0,303,0.5587504743569558,Action,n-25
0,304,0.5973487521579498,Action,n-25
0,305,0.7657634745498857,Action,n-25
0,306,0.573253298343486,Action,n-25
0,307,0.41614022562626424,Action,n-25
0,308,0.4944904341764754,Action,n-25
0,309,0.1951726478739656,Action,n-25
0,310,0.5073178697427168,Action,n-25
0,311,0.4930907206988976,Action,n-25
0,312,0.4415078026633554,Action,n-25
0,313,0.37665184846094013,Action,n-25
0,314,0.5108862695349179,Action,n-25
0,315,0.259648362047557,Action,n-25
0,316,0.44728535604200653,Action,n-25
0,317,0.21563786244726155,Action,n-25
0,318,0.5175074308675653,Action,n-25
0,319,0.5085912149890609,Action,n-25
0,320,0.5794966591897982,Action,n-25
0,321,0.27298687683195133,Action,n-25
0,322,0.5399495149930167,Action,n-25
0,323,0.37106392107852704,Action,n-25
0,324,0.6061108360420161,Action,n-25
0,325,0.38104221888341794,Action,n-25
0,326,0.3866091819482877,Action,n-25
0,327,0.10506722685388446,Action,n-25
0,328,0.2439915797058616,Action,n-25
0,329,0.13350556390605475,Action,n-25
0,330,0.363395403858324,Action,n-25
0,331,0.007220433814434178,Action,n-25
0,332,0.023751060410660253,Action,n-25
0,333,0.41355754183718063,Action,n-25
0,334,0.1756019021339901,Action,n-25
0,335,0.053288035719377985,Action,n-25
0,336,0.02553206474248575,Action,n-25
0,337,0.3662322965980344,Action,n-25
0,338,0.22637593115075363,Action,n-25
0,339,0.11259268945514801,Action,n-25
0,340,0.008907793255464078,Action,n-25
0,341,0.2320777302700151,Action,n-25
0,342,0.17921499902967875,Action,n-25
0,343,0.1306196493981502,Action,n-25
0,344,0.108618613747617,Action,n-25
0,345,0.17361335744101797,Action,n-25
0,346,0.004447204426373727,Action,n-25
0,347,0.16083574609279136,Action,n-25
0,348,0.22050055509577113,Action,n-25
0,349,0.12672944300859904,Action,n-25
0,350,0.4060782916089515,Action,n-25
0,351,0.3291846502401294,Action,n-25
0,352,0.7109687296095383,Action,n-25
0,353,0.463574488530302,Action,n-25
0,354,0.3492884364619871,Action,n-25
0,355,0.5637849894147325,Action,n-25
0,356,0.548524969359087,Action,n-25
0,357,0.42134324160346626,Action,n-25
0,358,0.11308073401756227,Action,n-25
0,359,0.35643572123082906,Action,n-25
0,360,0.2350599862602351,Action,n-25
0,361,0.46432574279515954,Action,n-25
0,362,0.17169742019944917,Action,n-25
0,363,0.37057465265147904,Action,n-25
0,364,0.34893593036895837,Action,n-25
0,365,0.3704918377894866,Action,n-25
0,366,0.5037538522593641,Action,n-25
0,367,0.273797905127746,Action,n-25
0,368,0.16469586908049222,Action,n-25
0,369,0.5117368455968203,Action,n-25
0,370,0.28387594404420885,Action,n-25
0,371,0.47702816286251365,Action,n-25
0,372,0.41145659402429,Action,n-25
0,373,0.4074970532410785,Action,n-25
0,374,0.367358747807154,Action,n-25
0,375,0.3800532152934721,Action,n-25
0,376,0.6032535252190737,Action,n-25
0,377,0.17285996643302443,Action,n-25
0,378,0.131357890371377,Action,n-25
0,379,0.44695187988604196,Action,n-25
0,380,0.3648719359206034,Action,n-25
0,381,0.23312565792040485,Action,n-25
0,382,0.4449745668231555,Action,n-25
0,383,0.37607799662614333,Action,n-25
0,384,0.5020254921321536,Action,n-25
0,385,0.10223193967400339,Action,n-25
0,386,0.24788518067427676,Action,n-25
0,387,0.10272527758278782,Action,n-25
0,388,0.3981107516136092,Action,n-25
0,389,0.25020201052862345,Action,n-25
0,390,0.20820235346922997,Action,n-25
0,391,0.29665751144423613,Action,n-25
0,392,0.4026463812550786,Action,n-25
0,393,0.28789587651571835,Action,n-25
0,394,0.3860637029226916,Action,n-25
0,395,0.10980737795602404,Action,n-25
0,396,0.5186950791960605,Action,n-25
0,397,0.1470099490255081,Action,n-25
0,398,0.5557331402046323,Action,n-25
0,399,0.31864032110362156,Action,n-25
0,400,0.30330564269915583,Action,n-25
0,401,0.4118045155253502,Action,n-25
0,402,0.45160319419963896,Action,n-25
0,403,0.35767570467431425,Action,n-25
0,404,-0.06043505001482875,Action,n-25
0,405,0.5183440457740276,Action,n-25
0,406,0.3127479477949397,Action,n-25
0,407,0.5241665847922257,Action,n-25
0,408,0.5712708500538368,Action,n-25
0,409,0.44113404638435383,Action,n-25
0,410,0.5209289836514587,Action,n-25
0,411,0.35874245515948927,Action,n-25
0,412,0.42625413063967493,Action,n-25
0,413,0.254129087228601,Action,n-25
0,414,0.3646816864235963,Action,n-25
0,415,0.043276289350283666,Action,n-25
0,416,0.2865304836450843,Action,n-25
0,417,0.3638210649381967,Action,n-25
0,418,0.32717535465558295,Action,n-25
0,419,0.5232508249117556,Action,n-25
0,420,0.4740738766920417,Action,n-25
0,421,0.2699649426987172,Action,n-25
0,422,0.41572434717854545,Action,n-25
0,423,0.3952522996824109,Action,n-25
